"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Licence info","Notes","Fulltext in EPMC?","XML Fulltext?","AAM?","Open Access?","Licence","Licence Source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Compliance Processing Ouptut",
,"PMC4166935",20146481,"10.1021/jm901827x","American Chemical Society","Journal of Medicinal Chemistry","0022-2623, 1520-4804","Toward biophysical probes for the 5-HT3 receptor: structure-activity relationship study of granisetron derivatives",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:49Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:49Z importer] normalised PMID 20146481 to 20146481

[2016-05-20T11:39:49Z importer] normalised DOI 10.1021/jm901827x to 10.1021/jm901827x

[2016-05-20T11:40:11Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:11Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:11Z processor] Fulltext XML licence description contains the licence text CC-BY which gives us licence type cc-by

[2016-05-20T11:40:11Z processor] Journal with ISSN 0022-2623,1520-4804 was not found in DOAJ; assuming Hybrid",
,"PMC3766112",23987918,"10.1186/1756-0500-6-344","BioMed Central","BMC Research Notes","1756-0500","Prevalence of schistosome antibodies and hepatosplenic signs and symptoms among patients from Kaoma, Western Province, Zambia",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3766112 to PMC3766112

[2016-05-20T11:39:49Z importer] normalised DOI 10.1186/1756-0500-6-344 to 10.1186/1756-0500-6-344

[2016-05-20T11:40:11Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:11Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:11Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:11Z processor] Journal with ISSN 1756-0500 was found in DOAJ; assuming OA",
,"PMC3444173",23002418,"10.1037/a0027006","American Psychological Association","Psychological Trauma: Theory research, practice and policy","1942-9681, 1942-969X","Investigating cognitive pathways to psychopathology: predicting depression and posttraumatic stress disorder from early responses after assault",,,,,,,,"True","True","False","True","non-standard-licence","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3444173 to PMC3444173

[2016-05-20T11:39:49Z importer] normalised DOI 10.1037/a0027006 to 10.1037/a0027006

[2016-05-20T11:40:12Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:12Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:12Z processor] Fulltext XML contained licence information, but we could not recognise it as a standard open licence; recording non-standard-licence

[2016-05-20T11:40:12Z processor] Journal with ISSN 1942-9681,1942-969X was not found in DOAJ; assuming Hybrid",
,"PMC3348006",22475679,"10.1186/1478-7547-10-5","BioMed Central","Cost Effectiveness and Resource Allocation","1478-7547","Cost and cost effectiveness of long-lasting insecticide-treated bed nets - a model-based analysis",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3348006 to PMC3348006

[2016-05-20T11:39:49Z importer] normalised DOI 10.1186/1478-7547-10-5 to 10.1186/1478-7547-10-5

[2016-05-20T11:40:12Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:12Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:12Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:12Z processor] Journal with ISSN 1478-7547 was found in DOAJ; assuming OA",
,"PMC3744815",23707654,"10.1016/j.ejmg.2013.05.001","Elsevier","European Journal of Medical Genetics","1769-7212, 1878-0849","The internet is parents' main source of information about psychiatric manifestationsof 22q11.2 deletion syndrome",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3744815 to PMC3744815

[2016-05-20T11:39:49Z importer] normalised DOI 10.1016/j.ejmg.2013.05.001 to 10.1016/j.ejmg.2013.05.001

[2016-05-20T11:40:12Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:12Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:12Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:40:12Z processor] Journal with ISSN 1769-7212,1878-0849 was not found in DOAJ; assuming Hybrid",
,"PMC3750443",23835013,"10.1186/1472-6939-14-27","BioMed Central","BMC Medical Ethics","1472-6939","Taking ethical photos of children for medical and research purposes in low-resource settings: an exploratory qualitative study",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3750443 to PMC3750443

[2016-05-20T11:39:49Z importer] normalised DOI 10.1186/1472-6939-14-27 to 10.1186/1472-6939-14-27

[2016-05-20T11:40:12Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:12Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:12Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:12Z processor] Journal with ISSN 1472-6939 was found in DOAJ; assuming OA",
,"PMC3664635",23705939,"10.1186/1472-6963-13-195","BioMed Central","BMC Health Services Research","1472-6963","Community groups as 'critical enablers' of the HIV response in Zimbabwe",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3664635 to PMC3664635

[2016-05-20T11:39:49Z importer] normalised DOI 10.1186/1472-6963-13-195 to 10.1186/1472-6963-13-195

[2016-05-20T11:40:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:13Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:13Z processor] Journal with ISSN 1472-6963 was found in DOAJ; assuming OA",
,"PMC3312863",22340662,"10.1186/1472-6963-12-42","BioMed Central","BMC Health Services Research","1472-6963","The development of a lay health worker delivered collaborative community based intervention for people with schizophrenia in India",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3312863 to PMC3312863

[2016-05-20T11:39:49Z importer] normalised DOI 10.1186/1472-6963-12-42 to 10.1186/1472-6963-12-42

[2016-05-20T11:40:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:13Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:13Z processor] Journal with ISSN 1472-6963 was found in DOAJ; assuming OA",
,"PMC3765690",23870285,"10.1186/1742-6405-10-20","BioMed Central","AIDS Research and Therapy","1742-6405","Collective Patient behaviours derailing ART rool-out in KwaZulu-Natal: Perspectives of Health Care Providers",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3765690 to PMC3765690

[2016-05-20T11:39:49Z importer] normalised DOI 10.1186/1742-6405-10-20 to 10.1186/1742-6405-10-20

[2016-05-20T11:40:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:13Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:13Z processor] Journal with ISSN 1742-6405 was found in DOAJ; assuming OA",
,"PMC4038009",22879016,"10.1007/978-1-4614-4989-8_10","Springer","Advances in Experimental Medicine and Biology","0065-2598","Normobaric hyperoxia does not change optical scattering or pathlength but does increase oxidised cytochrome C oxidase concentration in patients with brain injury",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:49Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:49Z importer] normalised PMID 22879016 to 22879016

[2016-05-20T11:39:49Z importer] normalised DOI 10.1007/978-1-4614-4989-8_10 to 10.1007/978-1-4614-4989-8_10

[2016-05-20T11:40:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:13Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution NonCommercial which gives us licence type cc-by-nc

[2016-05-20T11:40:13Z processor] Journal with ISSN 0065-2598 was not found in DOAJ; assuming Hybrid",
,"PMC4038008",22879019,"10.1007/978-1-4614-4989-8_13","Springer","Advances in Experimental Medicine and Biology","0065-2598","Modelling Cerebrovascular Reactivity: A Novel Near-Infrared Biomarker of Cerebral Autoregulation?",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:49Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:49Z importer] normalised PMID 22879019 to 22879019

[2016-05-20T11:39:49Z importer] normalised DOI 10.1007/978-1-4614-4989-8_13 to 10.1007/978-1-4614-4989-8_13

[2016-05-20T11:40:13Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:13Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:13Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution NonCommercial which gives us licence type cc-by-nc

[2016-05-20T11:40:14Z processor] Journal with ISSN 0065-2598 was not found in DOAJ; assuming Hybrid",
,"PMC4038006",22879021,"10.1007/978-1-4614-4989-8_15","Springer","Advances in Experimental Medicine and Biology","0065-2598","Oscillations in cerebral haemodynamics in patients with falciparum malaria",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:49Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:49Z importer] normalised PMID 22879021 to 22879021

[2016-05-20T11:39:49Z importer] normalised DOI 10.1007/978-1-4614-4989-8_15 to 10.1007/978-1-4614-4989-8_15

[2016-05-20T11:40:14Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:14Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:14Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution NonCommercial which gives us licence type cc-by-nc

[2016-05-20T11:40:14Z processor] Journal with ISSN 0065-2598 was not found in DOAJ; assuming Hybrid",
,"PMC4038005",22879034,"10.1007/978-1-4614-4989-8_28","Springer","Advances in Experimental Medicine and Biology","0065-2598","Wavelet cross-correlation to investigate regional variations in cerebral oxygenation in infants supported on extracorporeal membrane oxygenation",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:49Z importer] PMCID none was syntactically invalid, so ignoring

[2016-05-20T11:39:49Z importer] normalised PMID 22879034 to 22879034

[2016-05-20T11:39:49Z importer] normalised DOI 10.1007/978-1-4614-4989-8_28 to 10.1007/978-1-4614-4989-8_28

[2016-05-20T11:40:14Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:14Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:14Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution NonCommercial which gives us licence type cc-by-nc

[2016-05-20T11:40:14Z processor] Journal with ISSN 0065-2598 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:56Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3751770",23962118,"10.1186/1475-9276-12-66","BioMed Central","International Journal for Equity in Health","1475-9276","Socio-economic position and childhood multimorbidity: a study using linkage between the Avon Longitudinal Study of Parents and Children and the General Practice Research Database",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3751770 to PMC3751770

[2016-05-20T11:39:49Z importer] DOI none was syntactically invalid, so ignoring

[2016-05-20T11:40:14Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:14Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:14Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:14Z processor] Journal with ISSN 1475-9276 was found in DOAJ; assuming OA",
,"PMC3646404",23485197,"10.1021/pr400086y","American Chemical Society","Journal of Proteome Research","1535-3893, 1535-3907","Global quantitative SILAC phosphoproteomics reveals differential phosphorylation is widespread between the procyclic and bloodstream form lifecycle stages of Trypanosoma brucei.",,,,,,,,"True","True","False","True","non-standard-licence","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3646404 to PMC3646404

[2016-05-20T11:39:49Z importer] normalised DOI 10.1021/pr400086y to 10.1021/pr400086y

[2016-05-20T11:40:14Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:14Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:14Z processor] Fulltext XML contained licence information, but we could not recognise it as a standard open licence; recording non-standard-licence

[2016-05-20T11:40:15Z processor] Journal with ISSN 1535-3893,1535-3907 was not found in DOAJ; assuming Hybrid",
,"PMC3528429",23217158,"10.1186/1746-6148-8-234","BioMed Central","BMC Veterinary Research","1746-6148","Prevalence of porcine cysticercosis and associated risk factors in Homa Bay District, Kenya",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:49Z importer] normalised PMCID PMC3528429 to PMC3528429

[2016-05-20T11:39:49Z importer] normalised DOI 10.1186/1746-6148-8-234 to 10.1186/1746-6148-8-234

[2016-05-20T11:40:15Z processor] Found fulltext XML in EPMC

[2016-05-20T11:40:15Z processor] AAM status set from Fulltext XML

[2016-05-20T11:40:15Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:40:15Z processor] Journal with ISSN 1746-6148 was found in DOAJ; assuming OA",
