Row #,apc_2012_2013_results.csv PMCID,processed_apc_2012_2013.csv PMCID,apc_2012_2013_results.csv PMID,processed_apc_2012_2013.csv PMID,apc_2012_2013_results.csv DOI,processed_apc_2012_2013.csv DOI,apc_2012_2013_results.csv Article title,processed_apc_2012_2013.csv Article title
222,PMC3709573,PMC3542733,22622330,22513389,10.1099/vir.0.043943-0,10.1099/vir.0.042390-0,Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions,The small genome segment of Bunyamwera orthobunyavirus harbours a single transcription-termination signal
223,PMC3709586,PMC3709573,23288427,22622330,10.1099/vir.0.049700-0,10.1099/vir.0.043943-0,Deletion of immunomodulator C6 from vaccine virus strain western reserve enhances virus immunogenicity and vaccine efficacy,Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions
224,PMC3709688,PMC3709586,23255627,23288427,10.1099/vir.0.049981-0,10.1099/vir.0.049700-0,"Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe",Deletion of immunomodulator C6 from vaccine virus strain western reserve enhances virus immunogenicity and vaccine efficacy
225,PMC3709624,PMC3709688,23486663,23255627,10.1099/vir.0.050526-0,10.1099/vir.0.049981-0,Mutations in hemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility,"Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe"
226,PMC3945219,PMC3709624,23407423,23486663,10.1099/vir.0.050625-0,10.1099/vir.0.050526-0,G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years 1 (1997-2007) display frequent gene reassortment among strains co-circulating in humans,Mutations in hemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility
227,PMC3709587,PMC3945219,23324467,23407423,10.1099/vir.0.050633-0,10.1099/vir.0.050625-0,"The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release",G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years 1 (1997-2007) display frequent gene reassortment among strains co-circulating in humans
228,PMC3709636,PMC3709587,23515023,23324467,10.1099/vir.0.051870-0,10.1099/vir.0.050633-0,An essential RNA element resides in a central region of hepatitis E virus ORF2,"The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release"
229,PMC3347798,PMC3709636,21775583,23515023,10.1099/vir.0.033910-0,10.1099/vir.0.051870-0,The natural history of early hepatitis C virus evolution; lessons from a global outbreak in human immunodeficiency virus-1-infected individuals,An essential RNA element resides in a central region of hepatitis E virus ORF2
230,PMC3541790,PMC3347798,22791606,21775583,10.1099/vir.0.045070-0,10.1099/vir.0.033910-0,Vaccinia virus protein C4 inhibits NF-kB activation and promotes virus virulence,The natural history of early hepatitis C virus evolution
231,PMC3749055,PMC3541790,23761407,22791606,10.1099/vir.0.054114-0,10.1099/vir.0.045070-0,Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence,Vaccinia virus protein C4 inhibits NF-kB activation and promotes virus virulence
232,PMC3723516,PMC3749055,23829767,23761407,10.1186/1756-3305-6-198,10.1099/vir.0.054114-0,Monitoring and evaluating the impact of national schoolbased deworming in Kenya.,Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence
233,PMC3652741,PMC3723516,23601146,23829767,10.1186/1756-3305-6-114,10.1186/1756-3305-6-198,"The role of Anopheles arabiensis and Anopheles constant in indoor and outdoor malaria transmission in Taveta District, Kenya",Monitoring and evaluating the impact of national schoolbased deworming in Kenya.
234,PMC3727979,PMC3652741,23849451,23601146,10.1186/1756-3305-6-205,10.1186/1756-3305-6-114,Stability and change in the distribution of cytospecies of the Simulium damnosum complex (Diptera: Simuliidae) over forty years from 1971 to 2011 in southern Ghana from 1971 to 2011,"The role of Anopheles arabiensis and Anopheles constant in indoor and outdoor malaria transmission in Taveta District, Kenya"
235,PMC3444304,PMC3727979,21534661,23849451,10.1037/a0023503,10.1186/1756-3305-6-205,"Subjective responses to emotional stimuli during labeling, reappraisal, and distraction",Stability and change in the distribution of cytospecies of the Simulium damnosum complex (Diptera: Simuliidae) over forty years from 1971 to 2011 in southern Ghana from 1971 to 2011
236,PMC3540408,PMC3444304,23316138,21534661,10.3389/fncir.2012.00112,10.1037/a0023503,"Ionotropic receptors at hippocampal mossy fibres: roles in axonal excitability, synaptic transmission and plasticity","Subjective responses to emotional stimuli during labeling, reappraisal, and distraction"
237,PMC3653044,PMC3540408,23446696,23316138,10.1152/jn.00773.2012,10.3389/fncir.2012.00112,The effect of contextual cues on the encoding of motor memories,"Ionotropic receptors at hippocampal mossy fibres: roles in axonal excitability, synaptic transmission and plasticity"
238,PMC3234094,PMC3653044,21900508,23446696,10.1152/jn.00157.2011,10.1152/jn.00773.2012,Endogenous modulation of low frequency oscillations by temporal expectations,The effect of contextual cues on the encoding of motor memories
239,PMC3602834,PMC3234094,23221413,21900508,10.1152/jn.00509.2012,10.1152/jn.00157.2011,Interaction of temporal and ordinal representations in movement sequences,Endogenous modulation of low frequency oscillations by temporal expectations
240,PMC3680818,PMC3602834,23536718,23221413,10.1152/jn.01080.2012,10.1152/jn.00509.2012,Responses of single corticospinal neurons to intracortical stimulation of primary motor and premotor cortex in the anesthetized macaque monkey (JN-01080-2012R1),Interaction of temporal and ordinal representations in movement sequences
241,PMC3727040,PMC3680818,23576705,23536718,10.1152/jn.01055.2012,10.1152/jn.01080.2012,Integration of Texture and Disparity Cue to Surface Slant in Dorsal Visual Cortex,"Responses of single corticospinal neurons to intracortical stimulation of primary motor and premotor cortex in the anesthetized macaque monkey"" (JN-01080-2012R1)"
242,PMC3574980,PMC3727040,23076101,23576705,10.1152/jn.00528.2012,10.1152/jn.01055.2012,Reliable evaluation of the quantal determinants of synaptic efficacy using Bayesian analysis,Integration of Texture and Disparity Cue to Surface Slant in Dorsal Visual Cortex
243,PMC3892729,PMC3574980,24454993,23076101,10.1021/ml400312j,10.1152/jn.00528.2012,Discovery of β2 Adrenergic Receptor Ligands Using Biosensor Fragment Screening of Tagged Wild-Type Receptor,Reliable evaluation of the quantal determinants of synaptic efficacy using Bayesian analysis
244,PMC3730652,PMC3892729,23825086,24454993,10.1098/rsbl.2013.0414,10.1021/ml400312j,Constraints on muscle performance provide a novel explanation for the scaling of posture in terrestrial animals,Discovery of β2 Adrenergic Receptor Ligands Using Biosensor Fragment Screening of Tagged Wild-Type Receptor
245,PMC3639764,PMC3730652,23325739,23825086,10.1098/rsbl.2012.1121,10.1098/rsbl.2013.0414,Vaulting mechanics successfully predict decrease in walk-run transition speed with incline,Constraints on muscle performance provide a novel explanation for the scaling of posture in terrestrial animals
246,PMC3730629,PMC3639764,23658004,23325739,10.1098/rsbl.2013.0205,10.1098/rsbl.2012.1121,Anthelmintic treatment alters the parasite community in a wild mouse host,Vaulting mechanics successfully predict decrease in walk-run transition speed with incline
247,PMC3639766,PMC3730629,23407498,23658004,10.1098/rsbl.2012.1145,10.1098/rsbl.2013.0205,Host nutrition alters the variance in parasite transmission potential.,Anthelmintic treatment alters the parasite community in a wild mouse host
248,PMC3413243,PMC3639766,22794279,23407498,10.1021/bi300674e,10.1098/rsbl.2012.1145,Monomeric 14-3-3 has a chaperone-like activity and is stabilized by phosphorylated HSpB6,Host nutrition alters the variance in parasite transmission potential.
249,PMC3730055,PMC3413243,23728081,22794279,10.1016/j.bandl.2013.04.003,10.1021/bi300674e,Dissociating frontal regions that co-lateralize with different ventral occipitotemporal regions during word processing,Monomeric 14-3-3 has a chaperone-like activity and is stabilized by phosphorylated HSpB6
250,PMC3777123,PMC3730055,24082981,23728081,10.1155/2013/129645,10.1016/j.bandl.2013.04.003,A novel Sit4 phosphatase is involved in the response to ceramide stress in yeast,Dissociating frontal regions that co-lateralize with different ventral occipitotemporal regions during word processing
251,PMC3444429,PMC3777123,22839432,24082981,10.1186/1475-2875-11-246,10.1155/2013/129645,Funding for Malaria control 2006-2010: A comprehensive global assessment,A novel Sit4 phosphatase is involved in the response to ceramide stress in yeast
252,PMC3662599,PMC3444429,23680401,22839432,10.1186/1475-2875-12-161,10.1186/1475-2875-11-246,Providing open access data online to advance malaria research and control,Funding for Malaria control 2006-2010: A comprehensive global assessment
253,PMC3502539,PMC3662599,23130957,23680401,10.1186/1475-2875-11-360,10.1186/1475-2875-12-161,Rationale for short course primaquine in Africa to interrupt malaria transmission,Providing open access data online to advance malaria research and control
254,PMC3639825,PMC3502539,23594701,23130957,10.1186/1475-2875-12-133,10.1186/1475-2875-11-360,Urbanization and the global malaria recession,Rationale for short course primaquine in Africa to interrupt malaria transmission
255,PMC3655824,PMC3639825,23561245,23594701,10.1186/1475-2875-12-118,10.1186/1475-2875-12-133,Artemisinin resistance in rodent malaria - mutation in the AP2 adaptor u-chain suggest involvment of endocytos is and membrane protein trafficking,Urbanization and the global malaria recession
256,PMC3605132,PMC3655824,23327665,23561245,10.1186/1475-2875-12-21,10.1186/1475-2875-12-118,Measurement of Plasmodium falciparum transmission intensity using serological cohort data from Indonesian schoolchildren,Artemisinin resistance in rodent malaria - mutation in the AP2 adaptor u-chain suggest involvment of endocytos is and membrane protein trafficking
257,PMC3691584,PMC3605132,23782846,23327665,10.1186/1475-2875-12-210,10.1186/1475-2875-12-21,Tools for mass screening of G6PD deficiency: validation of the WSTB/1-methoxy-PMS enzymatic assay in Uganda.,Measurement of Plasmodium falciparum transmission intensity using serological cohort data from Indonesian schoolchildren
258,PMC3544599,PMC3691584,23297732,23782846,10.1186/1475-2875-12-13,10.1186/1475-2875-12-210,Shifts in malaria vector species composition and transmission dynamics along the Kenyan coast over the past 20 years,Tools for mass screening of G6PD deficiency: validation of the WSTB/1-methoxy-PMS enzymatic assay in Uganda.
259,PMC3614520,PMC3544599,23452547,23297732,10.1186/1475-2875-12-81,10.1186/1475-2875-12-13,"The effect of an anti-malarial subsidy programme on the quality of service provision of artemisinin-based combination therapy in Kenya: a cluster-randomized, controlled trial.",Shifts in malaria vector species composition and transmission dynamics along the Kenyan coast over the past 20 years
260,PMC3468404,PMC3614520,22958539,23452547,10.1186/1475-2875-11-317,10.1186/1475-2875-12-81,Sub-optimal delivery of intermittent preventive treatment for malaria in pregnancy in Nigeria: influence of provider factors.,"The effect of an anti-malarial subsidy programme on the quality of service provision of artemisinin-based combination therapy in Kenya: a cluster-randomized, controlled trial."
261,PMC3472478,PMC3468404,22837169,22958539,10.1152/japplphysiol.00258.2012,10.1186/1475-2875-11-317,Bimodal collagen fibril diameter distributions direct age-related variations in tendon resilience and resistance to rupture,Sub-optimal delivery of intermittent preventive treatment for malaria in pregnancy in Nigeria: influence of provider factors.
262,PMC3808818,PMC3472478,23695107,22837169,10.2340/00015555-1625,10.1152/japplphysiol.00258.2012,The Importance of a Full Clinical Examination: Assessment of Index Lesions Referred to a Skin Cancer Clinic Without a Total Body Skin Examination Would Miss One in Three Melanomas,Bimodal collagen fibril diameter distributions direct age-related variations in tendon resilience and resistance to rupture
263,PMC3731202,PMC3808818,23411505,23695107,10.1039/c3ob26251k,10.2340/00015555-1625,Protein destabilisation by ruthenium(ll) tris-bipyridine based protein-surface mimetics,The Importance of a Full Clinical Examination: Assessment of Index Lesions Referred to a Skin Cancer Clinic Without a Total Body Skin Examination Would Miss One in Three Melanomas
264,PMC3765385,PMC3731202,23972205,23411505,10.1186/1479-5868-10-103,10.1039/c3ob26251k,Developing and testing a street audit tool using Google Street View to measure environmental supportiveness for physical activity,Protein destabilisation by ruthenium(ll) tris-bipyridine based protein-surface mimetics
