"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Publication Date","Electronic Publication Date","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Notes","Fulltext in EPMC?","XML Fulltext?","Author Manuscript?","Ahead of Print?","Open Access?","Licence","Licence source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Grant 1","Agency 1","PI 1","Grant 2","Agency 2","PI 2","Grant 3","Agency 3","PI 3","Grant 4","Agency 4","PI 4","Grant 5","Agency 5","PI 5","Grant 6","Agency 6","PI 6","Grant 7","Agency 7","PI 7","Grant 8","Agency 8","PI 8","Grant 9","Agency 9","PI 9","Grant 10","Agency 10","PI 10","Grant 11","Agency 11","PI 11","Grant 12","Agency 12","PI 12","Grant 13","Agency 13","PI 13","Grant 14","Agency 14","PI 14","Grant 15","Agency 15","PI 15","Grant 16","Agency 16","PI 16","Grant 17","Agency 17","PI 17","Grant 18","Agency 18","PI 18","Grant 19","Agency 19","PI 19","Grant 20","Agency 20","PI 20","Grant 21","Agency 21","PI 21","Grant 22","Agency 22","PI 22","Grant 23","Agency 23","PI 23","Grant 24","Agency 24","PI 24","Grant 25","Agency 25","PI 25","Grant 26","Agency 26","PI 26","Grant 27","Agency 27","PI 27","Grant 28","Agency 28","PI 28","Grant 29","Agency 29","PI 29","Grant 30","Agency 30","PI 30","Grant 31","Agency 31","PI 31","Grant 32","Agency 32","PI 32","Grant 33","Agency 33","PI 33","Grant 34","Agency 34","PI 34","Grant 35","Agency 35","PI 35","Grant 36","Agency 36","PI 36","Grant 37","Agency 37","PI 37","Grant 38","Agency 38","PI 38","Grant 39","Agency 39","PI 39","Grant 40","Agency 40","PI 40","Grant 41","Agency 41","PI 41","Grant 42","Agency 42","PI 42","Grant 43","Agency 43","PI 43","Grant 44","Agency 44","PI 44","Grant 45","Agency 45","PI 45","Grant 46","Agency 46","PI 46","Grant 47","Agency 47","PI 47","Grant 48","Agency 48","PI 48","Grant 49","Agency 49","PI 49","Grant 50","Agency 50","PI 50","Grant 51","Agency 51","PI 51","Grant 52","Agency 52","PI 52","Grant 53","Agency 53","PI 53","Grant 54","Agency 54","PI 54","Grant 55","Agency 55","PI 55","Grant 56","Agency 56","PI 56","Grant 57","Agency 57","PI 57","Grant 58","Agency 58","PI 58","Grant 59","Agency 59","PI 59","Grant 60","Agency 60","PI 60","Grant 61","Agency 61","PI 61","Grant 62","Agency 62","PI 62","Grant 63","Agency 63","PI 63","Grant 64","Agency 64","PI 64","Grant 65","Agency 65","PI 65","Grant 66","Agency 66","PI 66","Grant 67","Agency 67","PI 67","Grant 68","Agency 68","PI 68","Grant 69","Agency 69","PI 69","Grant 70","Agency 70","PI 70","Grant 71","Agency 71","PI 71","Grant 72","Agency 72","PI 72","Grant 73","Agency 73","PI 73","Grant 74","Agency 74","PI 74","Grant 75","Agency 75","PI 75","Grant 76","Agency 76","PI 76","Grant 77","Agency 77","PI 77","Grant 78","Agency 78","PI 78","Grant 79","Agency 79","PI 79","Grant 80","Agency 80","PI 80","Grant 81","Agency 81","PI 81","Grant 82","Agency 82","PI 82","Grant 83","Agency 83","PI 83","Grant 84","Agency 84","PI 84","Grant 85","Agency 85","PI 85","Grant 86","Agency 86","PI 86","Grant 87","Agency 87","PI 87","Grant 88","Agency 88","PI 88","Grant 89","Agency 89","PI 89","Grant 90","Agency 90","PI 90","Grant 91","Agency 91","PI 91","Grant 92","Agency 92","PI 92","Grant 93","Agency 93","PI 93","Grant 94","Agency 94","PI 94","Grant 95","Agency 95","PI 95","Grant 96","Agency 96","PI 96","Grant 97","Agency 97","PI 97","Grant 98","Agency 98","PI 98","Grant 99","Agency 99","PI 99","Grant 100","Agency 100","PI 100","Grant 101","Agency 101","PI 101","Grant 102","Agency 102","PI 102","Grant 103","Agency 103","PI 103","Grant 104","Agency 104","PI 104","Compliance Processing Output"
"","PMC3623037","23303961","10.1136/jnnp-2012-303618","BMJ","Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X","The Addenbrooke's cognitive examination for the differential diagnosis and longitudinal assessment of patients with Parkinsonian disorders","2013 May","2013-01-08","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","088324","Wellcome Trust","Dr James Rowe","G0001354","Medical Research Council","Professor Trevor Robbins","G1100464","Medical Research Council","Dr Timothy Rittman","G0700503","Medical Research Council","Dr Boyd Ghosh","G1000183B","Medical Research Council","unknown","G0001354B","Medical Research Council","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Found Grant PI for 088324 via Grist API
Found Grant PI for G0001354 via Grist API
Found Grant PI for G1100464 via Grist API
Found Grant PI for G0700503 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3534254","23138765","10.1136/jnnp-2012-303853","BMJ","Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X","Flavour identification in frontotemporal lobar degeneration","2013 Jan","2012-11-08","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","091673/Z/10/Z","Wellcome Trust","Dr JD Warren","091673","Wellcome Trust","Dr JD Warren","G0801306","Medical Research Council","Professor Nick Fox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Found Grant PI for 091673 via Grist API
Found Grant PI for G0801306 via Grist API
Found Grant PI for 091673 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3646288","23408064","10.1136/jnnp-2012-304475","BMJ","Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X","The Val158Met COMT polymorphism is a modifier of the age at onset in Parkinson's disease with a sexual dimorphism","2013 Jun","2013-02-13","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","085475/Z/08/Z","Wellcome Trust","unknown","WT089698","Wellcome Trust","unknown","090532","Wellcome Trust","Professor Peter Donnelly","089698","Wellcome Trust","Professor Nicholas Wood","085475/B/08/Z","Wellcome Trust","unknown","unknown","Intramural NIH HHS","unknown","ART-PPG2011A-14","Alzheimers Research UK","unknown","F-1202","Parkinson's UK","Dr G Hudson","G-0907","Parkinson's UK","Professor John Hardy","G-0909","Parkinson's UK","unknown","G-1107","Parkinson's UK","Professor Nicholas Wood","G0701075","Medical Research Council","Professor John Hardy","G0801418B","Medical Research Council","unknown","G0802462","Medical Research Council","Dr Mina Ryten","G0901254","Medical Research Council","Professor John Hardy","G1100479","Medical Research Council","Dr Una-Marie Sheerin","K-1212","Parkinson's UK","Dr Rohan de Silva","MC_G1000735","Medical Research Council","Professor Nicholas Wood","MR/J006742/1","Medical Research Council","Professor Steven Sacks","NF-SI-0507-10376","Department of Health","unknown","NS057105","NINDS NIH HHS","unknown","R01 NS058714","NINDS NIH HHS","unknown","R01 NS075321","NINDS NIH HHS","unknown","RR024992","NCRR NIH HHS","unknown","UL1 RR024992","NCRR NIH HHS","unknown","UL1 TR000448","NCATS NIH HHS","unknown","Z01 AG000949-02","NIA NIH HHS","unknown","Z01-ES101986","NIEHS NIH HHS","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Tried but failed to find Grant PI via Grist API
Found Grant PI for 089698 via Grist API
Found Grant PI for 090532 via Grist API
Found Grant PI for F-1202 via Grist API
Found Grant PI for G-0907 via Grist API
Found Grant PI for G-1107 via Grist API
Found Grant PI for G0701075 via Grist API
Found Grant PI for G0802462 via Grist API
Found Grant PI for G0901254 via Grist API
Found Grant PI for G1100479 via Grist API
Found Grant PI for K-1212 via Grist API
Found Grant PI for MC_G1000735 via Grist API
Found Grant PI for MR/J006742/1 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3623030","23435114","10.1136/jnnp-2012-304497","BMJ","Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X","Olfactory impairment in posterior cortical atrophy","2013 May","2013-02-23","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","091673/Z/10/Z","Wellcome Trust","Dr JD Warren","091673","Wellcome Trust","Dr JD Warren","unknown","Medical Research Council","unknown","ARUK-SRF2013-8","Alzheimers Research UK","unknown","ARUK-RF2013-5","Alzheimers Research UK","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 091673 via Grist API
Found Grant PI for 091673 via Grist API
Tried but failed to find Grant PI via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC4033029","23918817","10.1136/medhum-2013-010400","BMJ","Medical humanities","1468-215X, 1473-4265","Ideology and Disease Identity: The Politics of Rickets, 1929 - 1982.","2014 Jun","2013-08-05","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","072160/Z/03/Z","Wellcome Trust","Dr RE Bivins","085434","Wellcome Trust","Professor H Marland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 085434 via Grist API
Found Grant PI for 072160 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3664370","23404744","10.1136/postgradmedj-2012-131386","BMJ","Postgraduate medical journal","0032-5473, 1469-0756","Antithrombotic therapy in atrial fibrillation: aspirin is rarely the right choice","2013 Jun","2013-02-12","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown","1794","Department of Health","unknown","unknown","Biotechnology and Biological Sciences Research Council","unknown","unknown","Medical Research Council","unknown","unknown","British Heart Foundation","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Tried but failed to find Grant PI via Grist API
Tried but failed to find Grant PI via Grist API
Tried but failed to find Grant PI via Grist API
Tried but failed to find Grant PI via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3841754","23924687","10.1136/postgradmedj-2012-131640","BMJ","Postgraduate medical journal","0032-5473, 1469-0756","Operator training requirements and diagnostic accuracy of Fibroscan in routine clinical practice","2013 Dec","2013-08-07","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown","2027","Department of Health","unknown","804","Department of Health","unknown","G1100448","Medical Research Council","Dr Richard Parker","unknown","Medical Research Council","unknown","G0802350","Medical Research Council","Dr Diarmaid Houlihan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Tried but failed to find Grant PI via Grist API
Found Grant PI for G1100448 via Grist API
Tried but failed to find Grant PI via Grist API
Found Grant PI for G0802350 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3812900","23698510","10.1136/sextrans-2012-050979","BMJ","Sexually transmitted infections","1368-4973, 1472-3263","Cross-sectional survey of treatment practices for urethritis at pharmacies, private clinics and government health facilities in coastal Kenya: many missed opportunities for HIV prevention.","2013 Nov","2013-05-22","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","077092","Wellcome Trust","Professor Kevin Marsh","092654","Wellcome Trust","Professor Kevin Marsh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 092654 via Grist API
Found Grant PI for 077092 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3730896","21636615","10.1136/sti.2010.046557","BMJ","Sexually transmitted infections","1368-4973, 1472-3263","Estimating the resources required in the roll-out of universal access to antiretroviral therapy in Zimbabwe","2011 Dec","2011-06-02","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown","84401","Wellcome Trust","Dr S Gregson","unknown","Medical Research Council","unknown","G0600719B","Medical Research Council","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Found Grant PI for 84401 via Grist API
Tried but failed to find Grant PI via Grist API
Tried but failed to find Grant PI via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3749517","23694938","10.1136/sextrans-2013-051105","BMJ","Sexually transmitted infections","1368-4973, 1472-3263","Trichomonas vaginalis virulence factors: an integrative overview","2013 Sep","2013-05-21","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Tried but failed to find Grant PI via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3446777","22693178","10.1136/thoraxjnl-2011-201443","BMJ","Thorax","0040-6376, 1468-3296","Transient receptor potential channels mediate the tussive response to prostaglandin E2 and bradykinin","2012 Oct","2012-06-12","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","089301/Z/09/Z","Wellcome Trust","Professor Maria Belvisi","G0800195","Medical Research Council","Professor Maria Belvisi","G0800196","Medical Research Council","Dr Christopher Stevenson","unknown","Department of Health","unknown","G1000758B","Medical Research Council","unknown","NF-SI-0508-10212","Department of Health","unknown","G1000758","Medical Research Council","Professor Sebastian Johnston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Found Grant PI for 089301 via Grist API
Found Grant PI for G0800195 via Grist API
Found Grant PI for G0800196 via Grist API
Tried but failed to find Grant PI via Grist API
Found Grant PI for G1000758 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3534261","23093652","10.1136/thoraxjnl-2012-202003","BMJ","Thorax","0040-6376, 1468-3296","IL-25 drives remodeling in allergic airways disease induced by house dust mite","2013 Jan","2012-10-23","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by-nc","epmc_rest_api","hybrid",1,"TRUE","TRUE","085851/Z/08/Z","Wellcome Trust","unknown","087618","Wellcome Trust","Professor Clare Lloyd","057704","Wellcome Trust","Professor Clare Lloyd","MC_U105178805","Medical Research Council","Dr Andrew McKenzie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Found Grant PI for 057704 via Grist API
Found Grant PI for MC_U105178805 via Grist API
Found Grant PI for 087618 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
